language,BCP-47 code,ISO 639-3 code
Oluta Popoluca,NaN,plo
Palaic,NaN,plq
Palaka Senoufo,NaN,plr
"Popoloca, San Marcos Tlacoyalco",NaN,pls
Palikúr,NaN,plu
Southwest Palawano,NaN,plv
"Palawano, Brooke’s Point",NaN,plw
Bolyu,NaN,ply
Paluan,NaN,plz
Paama,NaN,pma
Pambia,NaN,pmb
Pallanganmiddang,NaN,pmd
Pwaamei,NaN,pme
Pamona,NaN,pmf
Māhārāṣṭri Prākrit,NaN,pmh
Northern Pumi,NaN,pmi
Southern Pumi,NaN,pmj
Pomo,NaN,pmm
Pam,NaN,pmn
Pom,NaN,pmo
Northern Pame,NaN,pmq
Paynamar,NaN,pmr
Piemontese,NaN,pms
Tuamotuan,NaN,pmt
Plains Miwok,NaN,pmw
Poumei Naga,NaN,pmx
Papuan Malay,NaN,pmy
Southern Pame,NaN,pmz
Punan Bah-Biau,NaN,pna
Western Panjabi,NaN,pnb
Pannei,NaN,pnc
Mpinda,NaN,pnd
Western Penan,NaN,pne
Pongu,NaN,png
Penrhyn,NaN,pnh
Aoheng,NaN,pni
Pinjarup,NaN,pnj
Paunaka,NaN,pnk
Paleni,NaN,pnl
Punan Batu 1,NaN,pnm
Pinai-Hagahai,NaN,pnn
Panobo,NaN,pno
Pancana,NaN,pnp
Pana (Burkina Faso),NaN,pnq
Panim,NaN,pnr
Ponosakan,NaN,pns
Pontic,NaN,pnt
Jiongnai Bunu,NaN,pnu
Pinigura,NaN,pnv
Panytyima,NaN,pnw
Phong-Kniang,NaN,pnx
Pinyin,NaN,pny
Pana (Central African Republic),NaN,pnz
Poqomam,NaN,poc
San Juan Atzingo Popoloca,NaN,poe
Poke,NaN,pof
Potiguára,NaN,pog
Poqomchi',NaN,poh
"Popoluca, Highland",NaN,poi
Polish,pol_Latn,pol
Southeastern Pomo,NaN,pom
Pohnpeian,NaN,pon
Central Pomo,NaN,poo
Pwapwâ,NaN,pop
Texistepec Popoluca,NaN,poq
Portuguese,por_Latn,por
Sayula Popoluca,NaN,pos
Potawatomi,NaN,pot
Upper Guinea Crioulo,NaN,pov
San Felipe Otlaltepec Popoloca,NaN,pow
Polabian,NaN,pox
Pogolo,NaN,poy
Papi,NaN,ppe
Paipai,NaN,ppi
Uma,NaN,ppk
Pipil,NaN,ppl
Papuma,NaN,ppm
Papapana,NaN,ppn
Folopa,NaN,ppo
Pelende,NaN,ppp
Pei,NaN,ppq
"Popoloca, San Luís Temalacayuca",NaN,pps
Pare,NaN,ppt
Papora,NaN,ppu
Pa'a,NaN,pqa
Malecite-Passamaquoddy,NaN,pqm
Parachi,NaN,prc
Principense,NaN,pre
Paranan,NaN,prf
Prussian,NaN,prg
Porohanon,NaN,prh
Paicî,NaN,pri
"Wa, Parauk",NaN,prk
Kibiri,NaN,prm
Prasuni,NaN,prn
Old Provençal (to 1500),NaN,pro
Ashéninka Perené,NaN,prq
Puri,NaN,prr
Prai,NaN,prt
Puragi,NaN,pru
Parawen,NaN,prw
Purik,NaN,prx
Asue Awyu,NaN,psa
"Malay, Central",NaN,pse
Southwest Pashayi,NaN,psh
Southeast Pashayi,NaN,psi
Pauserna,NaN,psm
Panasuan,NaN,psn
Pasi,NaN,psq
Kaulong,NaN,pss
Central Pashto,NaN,pst
Sauraseni Prākrit,NaN,psu
Port Sandwich,NaN,psw
Piscataway,NaN,psy
Brazilian Portuguese,NaN,pt-br
Pai Tavytera,NaN,pta
Pataxó Hã-Ha-Hãe,NaN,pth
Wangkatha,NaN,pti
Patani,NaN,ptn
Zo'é,NaN,pto
Patep,NaN,ptp
Piamatsina,NaN,ptr
Enrekang,NaN,ptt
Bambam,NaN,ptu
Port Vato,NaN,ptv
Pentlatch,NaN,ptw
Pathiya,NaN,pty
Western Highland Purepecha,NaN,pua
Purum,NaN,pub
Punan Aput,NaN,pud
Puelche,NaN,pue
Punan Merah,NaN,puf
Phuie,NaN,pug
Puinave,NaN,pui
Punan Tubu,NaN,puj
Puma,NaN,pum
Puoc,NaN,puo
Pulabu,NaN,pup
Puquina,NaN,puq
Puruborá,NaN,pur
Pushto,NaN,pus
Punu,NaN,puu
Puluwatese,NaN,puw
Puare,NaN,pux
Purisimeño,NaN,puy
Pawaia,NaN,pwa
Panawa,NaN,pwb
Gapapaiwa,NaN,pwg
Patwin,NaN,pwi
Molbog,NaN,pwm
Paiwan,NaN,pwn
Pwo Western Karen,NaN,pwo
Powari,NaN,pwr
"Karen, Pwo Northern",NaN,pww
"Mixe, Quetzaltepec",NaN,pxm
Pye Krumen,NaN,pye
Fyam,NaN,pym
Poyanáwa,NaN,pyn
Puyuma,NaN,pyu
Pyu (Myanmar),NaN,pyx
Pyen,NaN,pyy
Para Naga,NaN,pzn
Quapaw,NaN,qua
"Quechua, Huallaga",NaN,qub
Quiché,NaN,quc
K’iche’,NaN,quc-dialect_central
Calderón Highland Quichua,NaN,qud
"Quechua, Lambayeque",NaN,quf
Chimborazo Highland Quichua,NaN,qug
"Quechua, South Bolivian",NaN,quh
Quileute,NaN,qui
Chachapoyas Quechua,NaN,quk
"Quechua, North Bolivian",NaN,qul
Sipacapense,NaN,qum
Quinault,NaN,qun
Southern Pastaza Quechua,NaN,qup
Yanahuanca Pasco Quechua,NaN,qur
Santiago del Estero Quichua,NaN,qus
Sacapulteco,NaN,quv
"Quichua, Tena Lowland",NaN,quw
Yauyos Quechua,NaN,qux
"Quechua, Ayacucho",NaN,quy
"Quechua, Cusco",NaN,quz
Ambo-Pasco Quechua,NaN,qva
"Quechua, Cajamarca",NaN,qvc
"Quechua, Eastern Apurímac",NaN,qve
"Quechua, Huamalíes-Dos de Mayo Huánuco",NaN,qvh
Imbabura Highland Quichua,NaN,qvi
Loja Highland Quichua,NaN,qvj
Cajatambo North Lima Quechua,NaN,qvl
"Quechua, Margos-Yarowilca-Lauricocha",NaN,qvm
"Quechua, North Junín",NaN,qvn
"Quichua, Napo",NaN,qvo
Pacaraos Quechua,NaN,qvp
"Quechua, San Martín",NaN,qvs
"Quechua, Huaylla Wanca",NaN,qvw
Queyu,NaN,qvy
"Quichua, Northern Pastaza",NaN,qvz
Corongo Ancash Quechua,NaN,qwa
Classical Quechua,NaN,qwc
"Quechua, Huaylas Ancash",NaN,qwh
Sihuas Ancash Quechua,NaN,qws
Kwalhioqua-Tlatskanai,NaN,qwt
Chiquián Ancash Quechua,NaN,qxa
Chincha Quechua,NaN,qxc
"Quechua, Panao",NaN,qxh
"Quichua, Salasaca Highland",NaN,qxl
"Quechua, Northern Conchucos Ancash",NaN,qxn
"Quechua, Southern Conchucos",NaN,qxo
Puno Quechua,NaN,qxp
Qashqa'i,NaN,qxq
"Quichua, Cañar Highland",NaN,qxr
Southern Qiang,NaN,qxs
Santa Ana de Tusi Pasco Quechua,NaN,qxt
Arequipa-La Unión Quechua,NaN,qxu
Jauja Wanca Quechua,NaN,qxw
Quiripi,NaN,qyp
Dungmali,NaN,raa
Camling,NaN,rab
Rasawa,NaN,rac
Rade,NaN,rad
Western Meohang,NaN,raf
Lulogooli,NaN,rag
Rabha,NaN,rah
Ramoaaina,NaN,rai
Tulu-Bohuai,NaN,rak
Ralte,NaN,ral
Canela,NaN,ram
Riantana,NaN,ran
Rao,NaN,rao
Rapa Nui,NaN,rap
Saam,NaN,raq
Rarotongan,NaN,rar
Tegali,NaN,ras
Razajerdi,NaN,rat
Raute,NaN,rau
Sampang,NaN,rav
Rawang,NaN,raw
Rang,NaN,rax
Rapa,NaN,ray
Rahambuu,NaN,raz
Rumai Palaung,NaN,rbb
Réunion Creole French,NaN,rcf
Rudbari,NaN,rdb
Rerau,NaN,rea
Rembong,NaN,reb
Rejang Kayan,NaN,ree
Kara (Tanzania),NaN,reg
Reli,NaN,rei
Rejang,NaN,rej
Rendille,NaN,rel
Remo,NaN,rem
Rengao,NaN,ren
Reshe,NaN,res
Retta,NaN,ret
Reyesano,NaN,rey
Roria,NaN,rga
Romano-Greek,NaN,rge
Rangkas,NaN,rgk
Romagnol,NaN,rgn
Resígaro,NaN,rgr
Southern Roglai,NaN,rgs
Rikou,NaN,rgu
Rohingya,NaN,rhg
Yahang,NaN,rhp
Riang (India),NaN,ria
Tarifit,NaN,rif
Riang Lang,NaN,ril
Nyaturu,NaN,rim
Nungu,NaN,rin
Ribun,NaN,rir
Ritharrngu,NaN,rit
Riung,NaN,riu
Rajong,NaN,rjg
Raji,NaN,rji
Rajbanshi,NaN,rjs
Kraol,NaN,rka
Rikbaktsa,NaN,rkb
Rakahanga-Manihiki,NaN,rkh
Rakhine,NaN,rki
Marka,NaN,rkm
Rangpuri,NaN,rkt
Rama,NaN,rma
Rembarrnga,NaN,rmb
Carpathian Romani,NaN,rmc
"Romani, Carpathian",NaN,rmc-script_cyrillic
Angloromani,NaN,rme
Kalo Finnish Romani,NaN,rmf
Murkim,NaN,rmh
Lomavren,NaN,rmi
Romkun,NaN,rmk
Baltic Romani,NaN,rml
Roma,NaN,rmm
Balkan Romani,NaN,rmn
"Romani, Sinte",NaN,rmo
Rempi,NaN,rmp
Caló,NaN,rmq
Domari,NaN,rmt
Welsh Romani,NaN,rmw
Romam,NaN,rmx
Vlax Romani,NaN,rmy
"Romani, Vlax",NaN,rmy-script_latin
Marma,NaN,rmz
Ruund,NaN,rnd
Ronga,NaN,rng
Ranglong,NaN,rnl
Roon,NaN,rnn
Rongpo,NaN,rnp
Nari Nari,NaN,rnr
Rungwa,NaN,rnw
Tae',NaN,rob
Cacgia Roglai,NaN,roc
Rogo,NaN,rod
Ronji,NaN,roe
Rombo,NaN,rof
Northern Roglai,NaN,rog
Romansh,NaN,roh
Romblomanon,NaN,rol
Romanian,ron_Latn,ron
Rotokas,NaN,roo
Kriol,NaN,rop
Rongga,NaN,ror
Runga,NaN,rou
Dela-Oenale,NaN,row
Repanbitip,NaN,rpn
Rapting,NaN,rpt
Ririo,NaN,rri
Waima,NaN,rro
Ratahan,NaN,rth
Rotuman,NaN,rtm
Rathawi,NaN,rtw
Gungu,NaN,rub
Ruuli,NaN,ruc
Rusyn,NaN,rue
Luguru,NaN,ruf
Roviana,NaN,rug
Ruga,NaN,ruh
Che,NaN,ruk
Rundi,run_Latn,run
Istro Romanian,NaN,ruo
Macedo-Romanian,NaN,rup
Megleno Romanian,NaN,ruq
Russian,rus_Cyrl,rus
Rutul,NaN,rut
Lanas Lobu,NaN,ruu
Rawo,NaN,rwa
Rwa,NaN,rwk
Amba (Uganda),NaN,rwm
Rawa,NaN,rwo
Marwari (India),NaN,rwr
Ngardi,NaN,rxd
Karuwali,NaN,rxw
Northern Amami-Oshima,NaN,ryn
Yaeyama,NaN,rys
Central Okinawan,NaN,ryu
Rāziḥī,NaN,rzh
Saba,NaN,saa
Buglere,NaN,sab
Meskwaki,NaN,sac
Sandawe,NaN,sad
Sabanê,NaN,sae
Safaliba,NaN,saf
Sango,sag_Latn,sag
Yakut,NaN,sah
Sahu,NaN,saj
Sake,NaN,sak
Samaritan Aramaic,NaN,sam
Sause,NaN,sao
Samburu,NaN,saq
Saraveca,NaN,sar
Sasak,NaN,sas
Santhali,NaN,sat
Saleman,NaN,sau
Saafi-Saafi,NaN,sav
Sawi,NaN,saw
Sa,NaN,sax
Saya,NaN,say
Saurashtra,NaN,saz
Ngambay,NaN,sba
Simbo,NaN,sbb
Kele (Papua New Guinea),NaN,sbc
"Samo, Southern",NaN,sbd
Saliba,NaN,sbe
Shabo,NaN,sbf
Seget,NaN,sbg
Sori-Harengan,NaN,sbh
Seti,NaN,sbi
Surbakhal,NaN,sbj
Safwa,NaN,sbk
"Sambal, Botolan",NaN,sbl
Sagala,NaN,sbm
Sindhi Bhil,NaN,sbn
Sabüm,NaN,sbo
Sangu,NaN,sbp
Sileibi,NaN,sbq
Sembakung Murut,NaN,sbr
Subiya,NaN,sbs
Kimki,NaN,sbt
Stod Bhoti,NaN,sbu
Simba,NaN,sbw
Seberuang,NaN,sbx
Soli,NaN,sby
Sara Kaba,NaN,sbz
Chut,NaN,scb
Dongxiang,NaN,sce
San Miguel Creole French,NaN,scf
Sanggau,NaN,scg
Sakachep,NaN,sch
Sri Lankan Creole Malay,NaN,sci
Sadri,NaN,sck
Shina,NaN,scl
Scots,NaN,sco
Hyolmo,NaN,scp
Sa'och,NaN,scq
North Slavey,NaN,scs
Southern Katang,NaN,sct
Shumcho,NaN,scu
Sheni,NaN,scv
Sha,NaN,scw
Toraja-Sa’dan,NaN,sda
Shabak,NaN,sdb
Sassarese Sardinian,NaN,sdc
Surubu,NaN,sde
Sarli,NaN,sdf
Savi,NaN,sdg
Southern Kurdish,NaN,sdh
Suundi,NaN,sdj
Sos Kundi,NaN,sdk
Gallurese Sardinian,NaN,sdn
Bukar-Sadung Bidayuh,NaN,sdo
Sherdukpen,NaN,sdp
Oraon Sadri,NaN,sdr
Sened,NaN,sds
Sarudu,NaN,sdu
Sibu Melanau,NaN,sdx
Sallands,NaN,sdz
Semai,NaN,sea
Shempire Senoufo,NaN,seb
Sechelt,NaN,sec
Sedang,NaN,sed
Seneca,NaN,see
Cebaara Senoufo,NaN,sef
Segeju,NaN,seg
Sena,NaN,seh
Seri,NaN,sei
Sene,NaN,sej
Sekani,NaN,sek
Selkup,NaN,sel
Nanerigé Sénoufo,NaN,sen
Suarmin,NaN,seo
Sìcìté Sénoufo,NaN,sep
Senara Sénoufo,NaN,seq
Serrano,NaN,ser
"Songhay, Koyraboro Senni",NaN,ses
Sentani,NaN,set
Serui-Laut,NaN,seu
Nyarafolo Senoufo,NaN,sev
Sewa Bay,NaN,sew
Paicoca,NaN,sey
Senthang Chin,NaN,sez
Eastern Subanen,NaN,sfe
Small Flowery Miao,NaN,sfm
Sehwi,NaN,sfw
Old Irish (to 900),NaN,sga
"Ayta, Mag-antsi",NaN,sgb
Kipsigis,NaN,sgc
Surigaonon,NaN,sgd
Segai,NaN,sge
Shughni,NaN,sgh
Suga,NaN,sgi
Surgujia,NaN,sgj
Sangkong,NaN,sgk
Singa,NaN,sgm
Singpho,NaN,sgp
Sangisari,NaN,sgr
Brokpake,NaN,sgt
Salas,NaN,sgu
Sebat Bet Gurage,NaN,sgw
Sanglechi,NaN,sgy
Sursurunga,NaN,sgz
Shall-Zwall,NaN,sha
Ninam,NaN,shb
Sonde,NaN,shc
Kundal Shahi,NaN,shd
Sheko,NaN,she
Shua,NaN,shg
Shoshoni,NaN,shh
Tachelhit,NaN,shi
Shatt,NaN,shj
Shilluk,NaN,shk
Shendu,NaN,shl
Shahrudi,NaN,shm
Shan,shn_Mymr,shn
Shanga,NaN,sho
Shipibo-Conibo,NaN,shp
Sala,NaN,shq
Shi,NaN,shr
Shuswap,NaN,shs
Shasta,NaN,sht
Chadian Arabic,NaN,shu
Shehri,NaN,shv
Shwai,NaN,shw
She,NaN,shx
Tachawit,NaN,shy
Syenara Senoufo,NaN,shz
Akkala Sami,NaN,sia
Sebop,NaN,sib
Sidamo,NaN,sid
Simaa,NaN,sie
Siamou,NaN,sif
Paasaal,NaN,sig
Zire,NaN,sih
Shom Peng,NaN,sii
Numbami,NaN,sij
"Sisaala, Tumulung",NaN,sil
Mende (Papua New Guinea),NaN,sim
Sinhalese,NaN,sin
Sikkimese,NaN,sip
Sonia,NaN,siq
Siri,NaN,sir
Siuslaw,NaN,sis
Sinagen,NaN,siu
Sumariup,NaN,siv
Siwai,NaN,siw
Sumau,NaN,six
Sivandi,NaN,siy
Siwi,NaN,siz
Epena,NaN,sja
Sajau Basap,NaN,sjb
Kildin Sami,NaN,sjd
Pite Sami,NaN,sje
Assangori,NaN,sjg
Kemi Sami,NaN,sjk
Sajalong,NaN,sjl
Mapun,NaN,sjm
Xibe,NaN,sjo
Surjapuri,sjp_Deva,sjp
Siar-Lak,NaN,sjr
Senhaja De Srair,NaN,sjs
Ter Sami,NaN,sjt
Ume Sami,NaN,sju
Shawnee,NaN,sjw
Skagit,NaN,ska
Saek,NaN,skb
Ma Manda,NaN,skc
Southern Sierra Miwok,NaN,skd
Seke (Vanuatu),NaN,ske
Sakirabiá,NaN,skf
Sakalava Malagasy,NaN,skg
Sikule,NaN,skh
Sika,NaN,ski
Seke (Nepal),NaN,skj
Kutong,NaN,skm
Kolibugan Subanon,NaN,skn
Seko Tengah,NaN,sko
Sekapan,NaN,skp
Sininkere,NaN,skq
Seraiki,NaN,skr
Maia,NaN,sks
Sakata,NaN,skt
Sakao,NaN,sku
Skou,NaN,skv
Skepi Creole Dutch,NaN,skw
Seko Padang,NaN,skx
Sikaiana,NaN,sky
Sekar,NaN,skz
Sáliba,NaN,slc
Sissala,NaN,sld
Sholaga,NaN,sle
Selungai Murut,NaN,slg
Southern Puget Sound Salish,NaN,slh
Lower Silesian,NaN,sli
Slovak,slk_Latn,slk
Salt-Yui,NaN,sll
Pangutaran Sama,NaN,slm
Salinan,NaN,sln
Lamaholot,NaN,slp
Salchuq,NaN,slq
Salar,NaN,slr
Sila,NaN,slt
Selaru,NaN,slu
Slovene,NaN,slv
Slovenian,slv_Latn,slv
Sialum,NaN,slw
Salampasu,NaN,slx
Selayar,NaN,sly
Ma'ya,NaN,slz
Southern Sami,NaN,sma
Simbari,NaN,smb
Som,NaN,smc
Sama,NaN,smd
Northern Sami,NaN,sme
Auwe,NaN,smf
Simbali,NaN,smg
Samei,NaN,smh
Lule Saami,NaN,smj
Bolinao,NaN,smk
"Sama, Central",NaN,sml
Musasa,NaN,smm
Inari Sami,NaN,smn
Samoan,smo_Latn,smo
Samaritan,NaN,smp
Samo,NaN,smq
Simeulue,NaN,smr
Skolt Sami,NaN,sms
Simte,NaN,smt
Somray,NaN,smu
Samvedi,NaN,smv
Sumbawa,NaN,smw
Samba,NaN,smx
Semnani,NaN,smy
Simeku,NaN,smz
Shona,sna_Latn,sna
Sebuyau,NaN,snb
Sinaugoro,NaN,snc
Sindhi,snd_Arab,snd
"Bidayuh, Bau",NaN,sne
Noon,NaN,snf
Sanga (Democratic Republic of Congo),NaN,sng
Sensi,NaN,sni
Riverain Sango,NaN,snj
Soninke,NaN,snk
Sangil,NaN,snl
Southern Ma'di,NaN,snm
Siona,NaN,snn
Snohomish,NaN,sno
Siane,NaN,snp
Sangu (Gabon),NaN,snq
Sihan,NaN,snr
South West Bay,NaN,sns
Viid,NaN,snu
Sa'ban,NaN,snv
Selee,NaN,snw
Sam,NaN,snx
Saniyo-Hiyewe,NaN,sny
Kou,NaN,snz
Thai Song,NaN,soa
Sobei,NaN,sob
So (Democratic Republic of Congo),NaN,soc
Songoora,NaN,sod
Songomeno,NaN,soe
Sogdian,NaN,sog
Aka,NaN,soh
Sonha,NaN,soi
Soi,NaN,soj
Sokoro,NaN,sok
Solos,NaN,sol
Somali,som_Latn,som
Songo,NaN,soo
Songe,NaN,sop
Kanasi,NaN,soq
Somrai,NaN,sor
Seeku,NaN,sos
Southern Thai,NaN,sou
Sonsorol,NaN,sov
Sowanda,NaN,sow
Swo,NaN,sox
Miyobe,NaN,soy
Temi,NaN,soz
Spanish,spa_Latn,spa
Latin American Spanish,NaN,spa-lat
Sepa (Indonesia),NaN,spb
Sapé,NaN,spc
Saep,NaN,spd
Sepa (Papua New Guinea),NaN,spe
Sian,NaN,spg
Saponi,NaN,spi
Sengo,NaN,spk
Selepet,NaN,spl
Akukem,NaN,spm
Sanapaná,NaN,spn
Spokane,NaN,spo
"Sénoufo, Supyire",NaN,spp
Loreto-Ucayali Spanish,NaN,spq
Saparua,NaN,spr
Saposa,NaN,sps
Spiti Bhoti,NaN,spt
Sapuan,NaN,spu
Sambalpuri,NaN,spv
Sabaot,NaN,spy
Shama-Sambuga,NaN,sqa
Shau,NaN,sqh
Suma,NaN,sqm
Susquehannock,NaN,sqn
Sorkhei,NaN,sqo
Sou,NaN,sqq
Soqotri,NaN,sqt
Squamish,NaN,squ
Saruga,NaN,sra
Sora,NaN,srb
Logudorese Sardinian,NaN,src
Sara,NaN,sre
Nafi,NaN,srf
Sulod,NaN,srg
Sarikoli,NaN,srh
Siriano,NaN,sri
Serudung Murut,NaN,srk
Isirawa,NaN,srl
Saramaccan,NaN,srm
Sranan Tongo,NaN,srn
Campidanese Sardinian,NaN,sro
Serbian,srp_Cyrl,srp
Sirionó,NaN,srq
Serer,NaN,srr
Sarsi,NaN,srs
Sauri,NaN,srt
Suruí,NaN,sru
Southern Sorsoganon,NaN,srv
Serua,NaN,srw
Sirmauri,NaN,srx
Sera,NaN,sry
Shahmirzadi,NaN,srz
Southern Sama,NaN,ssb
Suba-Simbiti,NaN,ssc
Siroi,NaN,ssd
Bangingih Sama,NaN,sse
Thao,NaN,ssf
Seimat,NaN,ssg
Shihhi Arabic,NaN,ssh
Sansi,NaN,ssi
Sausi,NaN,ssj
Sunam,NaN,ssk
Western Sisaala,NaN,ssl
Semnam,NaN,ssm
Waata,NaN,ssn
Sissano,NaN,sso
So'a,NaN,ssq
Sô,NaN,sss
Sinasina,NaN,sst
Susuami,NaN,ssu
Shark Bay,NaN,ssv
Samberigi,NaN,ssx
Saho,NaN,ssy
Sengseng,NaN,ssz
Northern Subanen,NaN,stb
Liana-Seti,NaN,ste
Seta,NaN,stf
Trieng,NaN,stg
Bulo Stieng,NaN,sti
Matya Samo,NaN,stj
Arammba,NaN,stk
Stellingwerfs,NaN,stl
Setaman,NaN,stm
Owa,NaN,stn
Stoney,NaN,sto
"Tepehuan, Southeastern",NaN,stp
Saterfriesisch,NaN,stq
Straits Salish,NaN,str
Shumashti,NaN,sts
Budeh Stieng,NaN,stt
Samtao,NaN,stu
Silt'e,NaN,stv
Satawalese,NaN,stw
Siberian Tatar,NaN,sty
Sulka,NaN,sua
Suku,NaN,sub
"Subanon, Western",NaN,suc
Suena,NaN,sue
Suganga,NaN,sug
Suki,NaN,sui
Shubi,NaN,suj
Sukuma,NaN,suk
Sunda,NaN,sun
Bouni,NaN,suo
Tirmaga-Chai Suri,NaN,suq
Mwaghavul,NaN,sur
Susu,NaN,sus
Subtiaba,NaN,sut
Puroik,NaN,suv
Sumbwa,NaN,suw
Sumerian,NaN,sux
Suyá,NaN,suy
Sunwar,NaN,suz
Svan,NaN,sva
Ulau-Suain,NaN,svb
Vincentian Creole English,NaN,svc
Serili,NaN,sve
Slavomolisano,NaN,svm
Savosavo,NaN,svs
Maore Comorian,NaN,swb
Congo Swahili,NaN,swc
Swedish,swe_Latn,swe
Sere,NaN,swf
Swabian,NaN,swg
Swahili,swh_Latn,swh
Sui,NaN,swi
Sira,NaN,swj
Malawi Sena,NaN,swk
Samosa,NaN,swm
Sawknah,NaN,swn
Shanenawa,NaN,swo
Suau,NaN,swp
Sharwa,NaN,swq
Saweru,NaN,swr
Seluwasan,NaN,sws
Sawila,NaN,swt
Suwawa,NaN,swu
Shekhawati,NaN,swv
Sowa,NaN,sww
Suruahá,NaN,swx
Sarua,NaN,swy
Suba,NaN,sxb
Sighu,NaN,sxe
Shuhi,NaN,sxg
Southern Kalapuya,NaN,sxk
Sangir,NaN,sxn
Saaroa,NaN,sxr
Sasaru,NaN,sxs
Upper Saxon,NaN,sxu
Saxwe Gbe,NaN,sxw
Siang,NaN,sya
Central Subanen,NaN,syb
Classical Syriac,NaN,syc
Seki,NaN,syi
Sukur,NaN,syk
Sylheti,NaN,syl
Maya Samo,NaN,sym
Senaya,NaN,syn
Suoy,NaN,syo
Sinyar,NaN,sys
Kagate,NaN,syw
Samay,NaN,syx
Semelai,NaN,sza
Ngalum,NaN,szb
Semaq Beri,NaN,szc
Seze,NaN,sze
Sengele,NaN,szg
Sula,NaN,szn
Suabo,NaN,szp
Isu (Fako Division),NaN,szv
Sawai,NaN,szw
Sakizaya,NaN,szy
Lower Tanana,NaN,taa
Tabassaran,NaN,tab
"Tarahumara, Western",NaN,tac
Tause,NaN,tad
Tariana,NaN,tae
Tapirapé,NaN,taf
Tagoi,NaN,tag
Tahitian,NaN,tah
"Tamang, Eastern",NaN,taj
Tala,NaN,tak
Tal,NaN,tal
Tamil,tam_Taml,tam
Tangale,NaN,tan
Yami,NaN,tao
Taabwa,NaN,tap
Tamasheq,NaN,taq
Central Tarahumara,NaN,tar
Tatar,tat_Cyrl,tat
Upper Tanana,NaN,tau
Tatuyo,NaN,tav
Tai,NaN,taw
Tamki,NaN,tax
Atayal,NaN,tay
Tocho,NaN,taz
Aikanã,NaN,tba
Takia,NaN,tbc
Kaki Ae,NaN,tbd
Tanimbili,NaN,tbe
Mandara,NaN,tbf
"Tairora, North",NaN,tbg
Thurawal,NaN,tbh
Gaam,NaN,tbi
Tiang,NaN,tbj
"Tagbanwa, Calamian",NaN,tbk
Tboli,NaN,tbl
Tagbu,NaN,tbm
Barro Negro Tunebo,NaN,tbn
Tawala,NaN,tbo
Taworta,NaN,tbp
Tumtum,NaN,tbr
Tanguat,NaN,tbs
Tembo (Kitembo),NaN,tbt
Tubar,NaN,tbu
Tobo,NaN,tbv
Tagbanwa,NaN,tbw
Kapin,NaN,tbx
Tabaru,NaN,tby
Ditammari,NaN,tbz
Ticuna,NaN,tca
Tanacross,NaN,tcb
Datooga,NaN,tcc
Tafi,NaN,tcd
Southern Tutchone,NaN,tce
Malinaltepec Tlapanec,NaN,tcf
Tamagario,NaN,tcg
Turks And Caicos Creole English,NaN,tch
Wára,NaN,tci
Tchitchege,NaN,tck
Taman (Myanmar),NaN,tcl
Tanahmerah,NaN,tcm
Tichurong,NaN,tcn
Taungyo,NaN,tco
Tawr Chin,NaN,tcp
Kaiy,NaN,tcq
Torres Strait Creole,NaN,tcs
T'en,NaN,tct
Southeastern Tarahumara,NaN,tcu
Tecpatlán Totonac,NaN,tcw
Toda,NaN,tcx
Tulu,NaN,tcy
"Chin, Thado",NaN,tcz
Tagdal,NaN,tda
Panchpargania,NaN,tdb
Emberá-Tadó,NaN,tdc
Tai Nüa,NaN,tdd
Tiranige Diga Dogon,NaN,tde
Talieng,NaN,tdf
Western Tamang,NaN,tdg
Thulung,NaN,tdh
Tomadino,NaN,tdi
Tajio,NaN,tdj
Tambas,NaN,tdk
Sur,NaN,tdl
Taruma,NaN,tdm
Tondano,NaN,tdn
Teme,NaN,tdo
Tita,NaN,tdq
Todrah,NaN,tdr
Doutai,NaN,tds
Tetun Dili,NaN,tdt
Toro,NaN,tdv
Tandroy-Mahafaly Malagasy,NaN,tdx
Tadyawan,NaN,tdy
Temiar,NaN,tea
Terik,NaN,tec
"Krumen, Tepo",NaN,ted
"Tepehua, Huehuetla",NaN,tee
Teressa,NaN,tef
Teke-Tege,NaN,teg
Tehuelche,NaN,teh
Torricelli,NaN,tei
Ibali Teke,NaN,tek
Telugu,tel_Telu,tel
Themne,NaN,tem
Tama (Colombia),NaN,ten
Ateso,NaN,teo
Tepecano,NaN,tep
Temein,NaN,teq
Terêna,NaN,ter
Tengger,NaN,tes
Tetum,NaN,tet
Soo,NaN,teu
Teor,NaN,tev
Tewa,NaN,tew
Tennet,NaN,tex
Tulishi,NaN,tey
Tetserret,NaN,tez
Tofin Gbe,NaN,tfi
Tanaina,NaN,tfn
Tefaro,NaN,tfo
Teribe,NaN,tfr
Ternate,NaN,tft
Sagalla,NaN,tga
Tobilung,NaN,tgb
Tigak,NaN,tgc
Ciwogai,NaN,tgd
Eastern Gorkha Tamang,NaN,tge
Chalikha,NaN,tgf
Tobagonian Creole English,NaN,tgh
Lawunuia,NaN,tgi
Tagin,NaN,tgj
Tajik,tgk_Cyrl,tgk
Tagalog,tgl_Latn,tgl
Tandaganon,NaN,tgn
Sudest,NaN,tgo
Tangoa,NaN,tgp
Tring,NaN,tgq
Nume,NaN,tgs
Central Tagbanwa,NaN,tgt
Tanggu,NaN,tgu
Tagwana Senoufo,NaN,tgw
Tagish,NaN,tgx
Togoyo,NaN,tgy
Tagalaka,NaN,tgz
Thai,tha_Thai,tha
